id,name,host_id,host_name,number_of_reviews,last_review,reviews_per_month,Rating
30367948,Beautiful apartment in Brooklyn Heights,26312879,Daron,3,18-05-2019,0.48,0.7
30370564,LINCOLN CENTER / LUXURY 2BED 2BATH,131647128,Emily,3,12-05-2019,0.45,1.4
30370642,"Serene,  Clean Studio in South Williamsburg",10934627,Jacqueline,3,16-06-2019,0.56,2.3
30373102,Big cozy room in Washington Heights,24762196,Manuel,3,03-01-2019,0.42,4.1
30377654,Greenpoint Creative's Apartment,2011313,Ariana,3,10-06-2019,0.78,3.8
30393427,Home,228223819,Arosha,3,30-11-2018,0.41,3.3
30398373,Fifth Ave/Central Park Studio Apt,228257645,Svetlana,3,23-06-2019,0.97,2.3
30408787,Clean + Comfortable Bedroom in West Harlem,228332039,Dystini,3,26-05-2019,1.41,4.2
30427521,"Cozy, bright Bohemian pad in NYC's Epic Village",214979297,Fryske,3,04-06-2019,0.41,1.9
30427669,Private Rooms in Brooklyn,78104160,Lana,3,18-01-2019,0.46,0.3
30428469,"Cozy, spacious Studio located on Upper East Side",29411875,Nikki,3,01-01-2019,0.46,0.8
30428730,Charming Studio in the heart of West Village,17618432,Camellia,3,01-01-2019,0.42,4.3
30437677,Clean apt for 5 close to the city & with free gym,105367031,Miriam,3,01-07-2019,1.11,2.7
30437968,Beautiful one bed in the best part of Brooklyn,52575295,Jonny,3,22-06-2019,0.49,3.8
30439398,Super Sunny Room in Calm Bed-Stuy Apartment,47152279,Noelle,3,18-05-2019,0.43,2.4
30440226,Sky-luxury building 1b1b Main bedroom rental,217642173,Xiangjun,3,29-05-2019,0.74,3.5
30442257,"Luxury Building 15 mins from LES
Manhattan",40204585,Olivia,3,09-04-2019,0.47,4
30464498,"Ideally located cozy, quiet apartment",46745791,Christine,3,02-01-2019,0.46,1
30466737,Art Life in the City â€“ from Brooklyn to Manhattan,1936796,JenJoy,3,30-06-2019,3,4.7
30470126,Spacious and Cozy Room - Just like Home,162166015,Freddy,3,01-01-2019,0.45,1.7
30499163,Luxury midtown east apartment,57302064,Olivia,3,17-05-2019,0.47,0.8
30501797,Cozy 1 bedroom east village apartment,5048861,Manuela,3,01-01-2019,0.45,1.5
30502203,"Clean, Cozy Private Bedroom/Apartment",11332183,Tj,3,27-05-2019,0.45,4.8
30506799,Cozy Williamsburg Apt in the Coolest Neighborhood!,208537842,Daisy,3,01-01-2019,0.41,3.8
30508185,Cozy private bedroom,228709796,Sujeiry,3,06-07-2019,0.47,3.1
30510275,"Charming, well-located with everything you need!",10184093,Lilian,3,22-05-2019,0.47,3.9
30511301,Sunny 2 Bdr Apartment in Williamsburg (1000sqf),13888249,Omer,3,16-06-2019,0.48,0.4
30512146,Artsy Upper East Side Apartment,21296382,Victor,3,22-04-2019,0.46,4.4
30514000,"Cozy, quite, clean place to feel like home",160778490,Batka,3,01-06-2019,0.42,3.3
30518222,Clean & Lovely Couples Room Near Mall & Manhattan,137358866,Kazuya,3,01-06-2019,0.54,1.6
30524542,The Gingerheadman's House!,18403410,Jonathan E,3,23-03-2019,0.43,0.3
30551807,Bedford Ave Apartment,229229020,Alexandra,3,23-03-2019,0.48,2.4
30558568,ALL YOU COULD WANT FOR YOUR STAY IN BK!  L/4,229147376,Melly,3,03-05-2019,0.47,4.1
30561958,Vibey Artist Studio - Heart of Lower East Side,35435470,Martha Nicole,3,27-01-2019,0.49,2.1
30565107,Quiet but close to Main Street.Flushing Chinatown,229309933,Jeniffer,3,23-06-2019,0.94,4.6
30567265,A gem in Bushwick,61107296,Jessica,3,02-01-2019,0.47,2.8
30570178,CHEERFUL RM IN BROOKLYN! EASY ACCESS TO TRAIN! R3,229147376,Melly,3,12-05-2019,0.47,2.7
30570449,PEACEFUL ESCAPE FROM THE BUSY CITY!  L/2,229147376,Melly,3,16-01-2019,0.42,4.8
30580668,Clinton Hill Studio,2948760,Ian,3,27-04-2019,0.47,2.9
30584271,"SuperBig Beautiful room,clean manhattan 30min.",229421782,Sunny,3,21-03-2019,0.43,1.7
30587285,Spice island  nook,224042160,Pettrina,3,01-01-2019,0.44,3.1
30595234,Single Bedroom-Upper East Side-Central Park,180212824,Samet,3,21-12-2018,0.42,2.1
30634438,Charming entire house,225454310,Tosin,3,23-06-2019,0.45,0.6
30676992,ENTIRE bushwick studio,141735689,Jocelyn,3,27-05-2019,0.42,3.9
30685991,Sunny Spacious New Brooklyn Condo,2019933,Nathan,3,25-03-2019,0.43,3
30689655,Light Drenched Brooklyn Haven,13108315,Max,3,30-04-2019,0.48,3.1
30691909,Spacious 1 BR Home in Hell's Kitchen,1319214,Nick,3,21-02-2019,0.42,0.1
30708308,Garden Apartment /Mingle and Jingle Fun Host,2838058,Annette,3,28-05-2019,0.48,2
30733576,king size bed in hip LES -subway outside,19052001,Madison,3,02-03-2019,0.6,1.2
30735839,Comfy & Modern Private Bedroom w/ Bunkbed,230037325,Jay,3,23-06-2019,1.5,1.4
30739988,Quite Spacious studio easy access to ALL,103922915,Shu,3,01-01-2019,0.46,1.6
30747515,Bedstuy-stay,20043437,Marianne,3,31-05-2019,0.48,1.7
30768008,Upper West Manhattan Entire Suite,10415675,Yao & Rain,3,08-05-2019,0.47,1.1
30768300,Manhattan Time Square Private Room,34689714,Maria,3,02-06-2019,0.44,3.4
30769456,Quarto privado em AstÃ³ria.,230230484,Clara,3,02-06-2019,0.48,3.2
30776172,Waterfront Studio in Luxury Highrise w/ Gym & Roof,1574687,Mila,3,27-05-2019,1.14,2.8
30789463,Modern Cozy 2 Bedroom Apt on UES -Near subways!,93822547,Laura,3,26-05-2019,1.11,3.5
30792105,Wonderful Queen Room Next to Manhattan,36732553,Miriam,3,31-03-2019,0.48,1
30795983,City Portal,106667600,Monica,3,02-06-2019,0.5,4.8
30801068,Spacious bedroom in a quiet commuter town.,137358866,Kazuya,3,15-06-2019,0.7,3.9
30816604,Sweet South Slope Garden Apartment,3312111,Elsie,3,07-01-2019,0.47,2.4
30817424,Cozy Astoria Getaway!,230528448,Katie,3,02-02-2019,0.48,0.6
30817603,Large Private Room. Fits up to 6 people,135060128,Abella,3,06-07-2019,0.47,4.7
30818914,1400 Sq Ft Apartment on Broadway!,18653145,Mario,3,08-05-2019,0.99,3.9
30851988,Gorgeous please! Perfect for couple or two friends,111911758,Isaac,3,14-06-2019,2.43,1
30852891,BEAUTIFUL 2 BEDROOM,133594005,Carmen,3,14-06-2019,1.76,2
30882631,"Private bedroom in BK community, w/ parking",3285978,Nicole,3,01-01-2019,0.46,4.6
30915351,"New Listing, 5 â˜† Host!  Sunny, Quiet Lovely Flat!",226124574,Stephane & Mike,3,08-06-2019,0.81,0.2
30927746,Apt walk distance to Central Park+ 15 min Times Sq,66807700,Gabi,3,09-06-2019,0.45,4.5
30929920,Corner Beach Front House!,56394959,Li,3,16-04-2019,0.47,4.8
30930863,Spacious Master Bedroom in Harlem,231133484,Nicole,3,02-01-2019,0.47,0.5
30933599,Gorgeous Bedroom in spacious Brooklyn apt,17259675,Christine,3,17-03-2019,0.48,0.4
30938001,"Huge 400 sf BR, amazing location",6857284,Hadley,3,30-01-2019,0.49,3
30955962,Fabulous studio apartment 12 mins to Manahattan,116742660,Clinton,3,03-06-2019,0.48,2.3
31002413,Riverdale private room,231459188,Viktoria,3,05-01-2019,0.45,1.1
31025081,Gorgeous NYC Hideout 20min to Times Square,87833104,Konni,3,14-03-2019,0.56,0.7
31037068,Entire Basement Apartment near LGA,94380772,Mainul,3,07-07-2019,3,3.4
31053045,Sleeper shared rm on subway bronx zoo 30m2NYC,1532337,Monica,3,01-07-2019,0.68,2.2
31054975,Exposed Brick One Bedroom in the Heart of Soho,61586251,Zack,3,30-06-2019,0.46,0.9
31055032,Greenwich Village Prewar off Washington Sq Park!,2623620,Jacob,3,03-01-2019,0.45,3.6
31067660,Cozy private room in Greenwich Village,10803693,Bobby,3,05-05-2019,0.94,3.5
31090120,"Elegant & Quiet & Convenient ç´ç´„æ¸…é›…å±…,åœ°éµå…¬è»Šä¾¿åˆ©,æ­¥è¡Œ3åˆ†é˜åˆ°è¶…å¸‚",56403037,Jane,3,30-05-2019,1.55,3.7
31095373,Private room in a quiet apartment,144124452,Yemi,3,22-06-2019,0.47,4.2
31143377,Luxury Apartment with Statue of Liberty view,232463854,Mina,3,17-05-2019,0.76,2.4
31168240,Beautiful Brooklyn Apartment: The Quaint Room,232578558,Nick & D.,3,08-06-2019,0.49,0.3
31171380,Clean Affordable  Room #4,20120009,Jannices,3,23-04-2019,0.95,3.1
31176662,Modern East Village Oasis,9201921,Rachel,3,27-05-2019,1.7,4.5
31177794,"Spacious, cozy Private room 10 min from Manhattan",233066892,Millind,3,11-02-2019,0.51,3.4
31181911,Brooklyn apt 10 minutes to Manhattan by subway,129022496,Alan,3,08-05-2019,0.57,0.4
31194321,Private bedroom with back yard,1699871,Chloe,3,26-01-2019,0.47,2.4
31201815,Cozy Loft Bedroom With lil Couch Underneath. =],217950098,Soft,3,03-06-2019,1.05,2.3
31208062,cozy bright apartment in high end building,233382915,Tzivya,3,19-06-2019,0.69,0.3
31211385,Long Island City,233417287,Felix,3,13-02-2019,0.48,2.3
31221589,Elegance and Comfort in Clinton Hill,646563,Brian,3,28-05-2019,1.7,1.7
31227033,Cozy Br. 6 mins from JFK/ 35 mins from the city,137017288,Khan,3,10-03-2019,0.57,3.9
31235120,Private bedroom in Gorgeous Tonwhouse/Backyard,232622663,Raphael,3,15-01-2019,0.48,4.5
31284182,1 bd. Apartment in central Greenpoint,1694324,Rikki,3,22-04-2019,0.58,0.5
31285562,Charming East Village one-bedroom,129034868,Maria,3,09-05-2019,0.8,4.2
31294395,Cozy studio in Manhattan!,51812548,Marko,3,14-04-2019,0.51,3.2
31304303,"Entire Apartment, Nice & Quiet, Perfect for Three",20517979,David,3,15-06-2019,1.55,0.8
31328877,Private suite with two bedrooms and adjacent bath,1512565,Jean,3,03-06-2019,0.81,0.7
31339600,Massive Room in Triplex Loft,123672154,Abdes,3,17-02-2019,0.5,2.6
31354518,Private Room in Brooklyn Loft Oasis,1973165,Rob,3,26-06-2019,0.53,0.2
31364352,"NYC, East 108th st, private bed room, female only",24920992,Takuya,3,18-06-2019,0.54,4.8
31365313,Large 1 bedroom in SOHO,101890546,Sam,3,16-02-2019,0.53,4.6
31370245,Beautiful Room in Brooklyn NY,234930202,Ronnie,3,08-04-2019,0.49,1.2
31400005,"Cute, simple & cheap studio. Great location UES!",87348589,Hana,3,04-03-2019,0.64,0.8
31415232,Luxury 2 Bedroom 2 Bath Brownstone in NYC,188741104,Susan,3,05-04-2019,0.63,3.2
31436965,Zen One Bedroom in Greenpoint - easy access to NYC,1698607,Benjamin,3,11-05-2019,0.66,1.5
31438520,"Kozzy in Clinton Hill Brooklyn, NY,",1290193,Henry,3,28-05-2019,1.76,0.3
31457187,Brooklyn Bliss V,219104513,Kendra,3,08-05-2019,0.73,2.7
31458142,Huge studio in the heart of Kips Bay,235655558,Steph,3,01-04-2019,0.63,2.4
31468463,MINS From Central Park / 5th Ave Sleep 9 Manhattan,120242215,Smofie,3,23-05-2019,0.56,1.2
31474638,Great clean quiet bedroom - half a block to R Line,235302401,Kin,3,17-06-2019,1.48,4.3
31532352,Super Cute Crown Heights Hideaway .,158739,Zahavah Cara,3,29-03-2019,0.74,3.4
31552528,Comfy & Spacious Room in Williamsburg Loft,236432765,Aleks,3,03-05-2019,0.78,3
31595244,Central Park - Comfy King Room,224414117,Gabriel,3,09-05-2019,0.89,4.8
31626307,Bright and Airy Freeman Street loft,513839,Syed,3,14-05-2019,0.53,1.4
31626920,Quiet Place at Manhattan Midtown West,50339845,Jitabella,3,06-02-2019,0.53,2.5
31669029,Cozy bedroom in artsy Bushwick Loft,7571700,Harris,3,23-04-2019,0.76,1.2
31677547,NEW Williamsburg Gardens Large Room Private Bath,86604612,Janet,3,22-06-2019,0.74,4.2
31685548,"Little cozy, clean, homy gem in the hearth of LIC.",11914604,Maurizio,3,25-06-2019,1.32,2.6
31709260,"Spacious apartment close to Manhattan, WIFI",80561485,Gabriela,3,09-03-2019,0.58,4.6
31711687,PRIVATE 1 Bedroom w/ your own bathroom & entrance!,15058648,Shola,3,19-05-2019,1.13,0.8
31729652,Sunny Studio located in the heart of Harlem,91390716,Kathiana Joy,3,25-02-2019,0.63,4.6
31731555,Spacious Bedroom with King Bed in Light-Filled Apt,2278050,Jill Laurie,3,30-04-2019,0.65,3.3
31796691,Spacious 2 bedroom apt in Bensonhurst - Sleeps 10,231212364,Kel,3,04-07-2019,1.06,1.1
31801816,Sparkling Clean BR in Unbeatable Location ì›ƒ,238324936,Marcel,3,07-03-2019,0.56,0.5
31805784,Beautiful & Cozy - SoHo Studio,35486274,Evan,3,06-05-2019,0.73,0
31824097,Large Private Room with office space,193725343,Manon,3,28-06-2019,0.74,1.5
31828528,Amazing Room in Triplex Loft,123672154,Abdes,3,13-03-2019,0.55,1.2
31828585,"Large Private Room in Modern, Rustic 2BR Apartment",61278632,Owen,3,01-07-2019,0.74,3.6
31878988,Beautiful Garden Apartment Bedford Ave. stop on L,30214212,Michael,3,30-05-2019,0.9,3.2
31883514,"â™¥Private-Keyed Room #2 - Desk, closet, Queen-bedâ™¥",237336458,Thomas,3,11-02-2019,0.6,4.4
31898581,THE BEST STASH SPOT,181346298,Tyqua,3,30-06-2019,2.81,4.3
31900259,"Nice place,where you can be comfortable",207913076,Fabrice,3,16-05-2019,0.64,1.2
31916725,EMPIRE ST VIEW>Luxury 3BR 2BA BALCONY High fl>Gym,129079212,Dana,3,04-06-2019,1.73,4.3
31927597,Large Room in Prime Bushwick Neighborhood,239375612,Rebekah,3,31-03-2019,0.62,0.3
31931371,"â˜…Clean, Private Bedroom in Little Italy/Chinatownâ˜…",19408182,Drew,3,15-06-2019,0.7,3.9
31950886,Small studio  at the heart of Little Italy,22337277,Zoey,3,07-05-2019,1.32,2.7
31978781,Park Slope Garden Apartment,1185024,Miles And Ruth,3,16-03-2019,0.61,3.6
31979408,West Harlem Room - 1 Block from the Subway,50862159,Ariel,3,01-04-2019,0.67,4
31980644,"A beautiful Stay in Brooklyn, Safe Sheepshead Bay.",179661186,Mirjam,3,01-07-2019,1.48,0.4
31986430,Cozy & Shinny 1BR in Lower East Side,21976589,Benjamin,3,03-06-2019,0.57,1.3
31989330,Paris Private Room W/Private Bathroom,237421509,Lisa,3,08-02-2019,0.58,3.7
31990505,Entire apartment.,52720583,John,3,10-05-2019,0.84,4.1
31991088,Spacious Studio in Hell's Kitchen,232725253,Jason,3,23-05-2019,1.13,0.4
31991634,Back bedroom next to kitchen and bathroom,22926868,Xenia,3,18-04-2019,0.91,3.4
32014745,comfortable cozy,229110237,Guy,3,23-06-2019,1.14,1.9
32020853,"â˜… Clean, Private BR in Little Italy/Chinatown â˜…",14249909,Evan,3,19-05-2019,0.67,5
32039920,Spacious 3 bdrms/ 2 baths  Prime Manhattan,238133848,Garry,3,24-05-2019,0.58,2.4
32040619,wonderful private room in brooklyn,236659049,Yesenia,3,09-04-2019,0.64,1.1
32080210,Central Park & Rooftop with 4 large luxury rooms,29278028,Alexis,3,24-04-2019,0.86,3.3
32116711,Sunny furnished room in the heart of Bushwick,42519995,Lamia,3,09-06-2019,0.58,1
32121725,The heart of NYC,32999831,Valeria,3,12-05-2019,0.84,3.6
32166672,Cozy apartment close to Central Park,187849608,Florencio,3,14-05-2019,0.63,2.8
32176821,"Williamsburg Loft in Brooklyn, NYC. Sleeps 6-8.",9260643,Sophie,3,26-04-2019,1.18,4.1
32180213,Beautiful private room!,198730633,Ruth,3,17-03-2019,0.71,2
32185689,Sunny private room in the heart of trendy Bushwick,33992697,Dor,3,20-06-2019,0.63,3.5
32214481,Elegant Studio-Loft in Flatiron / NoMad,117717201,Matthew,3,23-05-2019,1.29,3.1
32239738,Sonder | Stock Exchange | Lively 1BR + Laundry,219517861,Sonder (NYC),3,27-04-2019,0.81,0.9
32240970,Sonder | Stock Exchange | Dashing 1BR + Kitchen,219517861,Sonder (NYC),3,13-06-2019,0.77,1.4
32241060,Sonder | Stock Exchange | Bright 1BR + Kitchen,219517861,Sonder (NYC),3,31-05-2019,0.74,3.1
32241142,Sonder | Stock Exchange | Tranquil 1BR + Kitchen,219517861,Sonder (NYC),3,25-05-2019,1.23,1.8
32241235,Sonder | Stock Exchange | Airy 1BR + Laundry,219517861,Sonder (NYC),3,11-06-2019,1.58,0.1
32241577,Sonder | Stock Exchange | Chic 1BR + Kitchen,219517861,Sonder (NYC),3,01-06-2019,0.74,4.2
32244865,LARGE Trendy Studio!!!,53931758,Lc,3,03-06-2019,0.97,2.1
32281512,"One of a kind, lovely apartment w/private backyard",42483386,Jennifer,3,30-06-2019,1.1,2.6
32308362,Quiet Mid-Century Modern Apartment,99763169,Ashlin,3,29-04-2019,0.62,4.7
32326698,Washington Suite at Incentra Village Hotel,241889662,Incentra,3,01-07-2019,2.43,4.1
32327466,Lahore Suite at Incentra Village House,241889662,Incentra,3,19-05-2019,0.7,1.3
32333010,Brownstone Brooklyn with a View,158200817,Beka And Strat,3,23-06-2019,3,2.7
32341313,Cozy Room in Ridgewood/Bushwick! 25 Mins to NYC,135280693,John,3,24-06-2019,1.29,4.8
32349835,NYC - PRIVATE room in Bay Ridge.,78258843,Jim,3,21-04-2019,0.82,1.5
32358099,sweet room to relax,236659049,Yesenia,3,20-04-2019,0.69,2.2
32399591,Cozy bedroom in the best location in New York,243297214,Coronado,3,09-06-2019,0.76,3.2
32401422,"Private Studio for Events, Recording & Exhibitions",155993704,Mariah,3,26-05-2019,0.93,2.9
32424818,Kay's Cozy Getaway,243526828,Kay,3,27-06-2019,1.13,1.5
32502180,1-Bedroom Newly Renovated Cozy Apartment,244217480,Vlad,3,28-06-2019,0.9,2.3
32523945,Walk to Subwayâ˜…15min to Manhattanâ˜…Min. to LGA/JFK,235252386,Smart Accommodations,3,05-07-2019,0.99,3.2
32546497,Spacious One Bedroom near Lower East Side!,244573712,Daniel,3,31-03-2019,0.79,3
32561729,Top floor apartment with Manhattan view,65284316,Fabiola,3,04-04-2019,0.72,4.5
32567344,"Bright and lovely flat in Williamsburg, Brooklyn",39329872,Maxime,3,21-06-2019,0.98,2.2
32581701,"Big room, sleeps 4 with private bathroom.",65407018,Harmony,3,24-06-2019,2.43,2.6
32602726,Private Clean Bedroom 20 min from Manhattan,244804004,C,3,21-05-2019,0.9,2.5
32611480,Modern Luxury Private Room Steps from subway,218407281,Sahar,3,24-05-2019,1.17,1.1
32620347,2min to SubwayM/R easy commute to Manhattan,43044876,Haruhisa,3,01-06-2019,0.87,2.6
32634720,Sonder | Stock Exchange | Sharp 2BR + Lounge,219517861,Sonder (NYC),3,14-06-2019,1.11,4.6
32655597,"Charming, cozy apartment on the UWS",12247755,Sinead,3,27-05-2019,0.98,3.6
32661706,"Spacious, modern and sunny 1-BD in Forest Hills",139306955,Bianca,3,03-06-2019,0.99,4.8
32664187,Beautiful room close to Prospect Park,25575398,Maya,3,31-05-2019,0.9,4.5
32666534,Prospect Brownstone Palace,23388169,Jessica,3,28-06-2019,1.11,1.2
32676186,Large One Bedroom Double With Kitchen in Manhattan,244559229,Stewart Hotel,3,11-06-2019,1.8,4.3
32698370,Private rooftop exposed brick NYC apartment,244438661,Bel,3,29-03-2019,0.79,2.3
32705496,Clean and Modern Harlem 1 Bedroom,110001729,Erick,3,22-05-2019,0.84,0.8
32717623,Freshly furnished private room - GREAT Location!,242962235,Yuval,3,05-07-2019,0.86,1
32724929,Cozy and modern bedstuy room,58994794,Jean-Paul,3,28-04-2019,1.11,2.9
32746895,"Spacious, Sunlit Brooklyn Loft with City Views",5560274,Blake,3,24-06-2019,1.15,3.9
32748646,æ›¼å²›ä¸­åŸŽ åˆ‡å°”è¥¿åŒºCHESEA  21è¡— é—¹å¸‚ä¸­é™æ€¡å¦‚å®¶çš„ç©ºé—´,230745945,Hong,3,15-06-2019,2.5,2.6
32808836,Slice of New York. Enjoy Ethnicity and culture!!,246806787,Xian,3,05-05-2019,0.97,1
32822073,Cozy apartment w/ Magnificent View!,246422621,Jimmy,3,15-04-2019,0.93,1.2
32833064,Private Room Right Off L Train,6447195,Aurora,3,26-06-2019,1.3,0.7
32837987,Bed-Stuy Modern and Minimal,43207895,Alexandra,3,15-06-2019,0.82,4
32845131,"Modern, Private Bedroom in East Harlem",74205904,Carly,3,05-05-2019,0.89,4.9
32865017,Quiet Private Room in Heart of Jamaica smoke ok!,141645843,Gedan,3,23-05-2019,0.74,3.8
32867399,Amazing location 10min to the city,247189581,Helena,3,19-05-2019,0.81,1.9
32869379,Air conditioned Excellent Private Room for 1,9773038,Yuki,3,11-05-2019,0.76,4.9
32870169,Spacious 1 Bedroom in the West Village,60668386,Madison,3,27-06-2019,3,3.6
32885270,Bright Designer 1 Bedroom in Heart of Manhattan,2938649,Danielle,3,26-06-2019,2.31,0.8
32890197,Brooklyn Room with 2 Chill Guys,175413,Angelo,3,31-03-2019,0.75,0.3
32891722,Ladies Only NYC,247453895,Kamila,3,03-06-2019,0.79,2.6
32912783,Loft bed,113295877,Jonathan,3,30-06-2019,1.11,3.4
32918029,Comfy Room III,197516314,Genny,3,28-06-2019,0.93,3.7
32928652,Big Room in Times Square,17577495,Ramiro & Jeff,3,24-06-2019,1.67,1.2
32939925,1920's Historic Home near JFK and LGA Airport,33832598,Doreshia,3,08-07-2019,3,1
32975511,Massive Modern  State of the Art Luxury Home,12593328,Jeromy,3,08-06-2019,2.05,3.9
32990282,Private room in Astoria... 20 min to the city.,30698503,Sherry,3,21-06-2019,1.55,4.5
32991956,Charming cozy 1 bedroom in the heart of Greenpoint,4158712,Marina,3,23-06-2019,1.29,3.7
32992225,Enchanting quiet NOLITA sanctuary loft,28480501,Elisha,3,21-06-2019,2.57,2.6
32992674,Sun lit private room in WIlliamsburg,6085353,Anand,3,18-05-2019,0.99,3.8
32992944,En-suite Bed-Stuy room; Well stocked; Private bath,3777082,Stephen,3,13-06-2019,1.32,4.4
33019100,Newly Renovated Garden Apartment,248513181,Margie,3,23-04-2019,1.06,1
33020831,Amazing location at great price,45927588,Ido,3,01-07-2019,1.11,2.1
33035865,NEW TOP FLOOR APT. IN BUSHWICK PRIME LOCATION,130279,Alvise,3,22-06-2019,2.43,2.8
33038003,HOSTEL MY REFUGE PAISA,248654228,Albeiro Y Katalina,3,23-06-2019,0.78,5
33043051,Cosy private bedroom in UES/Harlem,41348157,Petra,3,30-03-2019,0.84,1.2
33061453,Luxury NYC Rental/Affordable /Roosevelt Island 2,248421148,Justin,3,27-05-2019,1.25,5
33063156,LOVE this Bed-Stuy Open Concept @SpotlessRock,248818787,J. Westley,3,25-06-2019,3,1.8
33094364,Boho Studio in West Village- PRIME LOCATION,28770493,Haley,3,30-06-2019,1.36,2.3
33113990,Adorable walk-up on the high lineâ€”with views!,2919299,Sean,3,09-06-2019,1.11,2.1
33127624,Exclusive home near JFK and Long Island Rail Road.,245002893,Christopher,3,02-06-2019,1.11,3.9
33129377,"Beautiful, spacious three bedroom apt with terrace",4094038,Alex,3,02-07-2019,3,2.7
33133218,Harlem Musicians Home !!,249286477,Green,3,06-07-2019,1.13,0.5
33133321,Majestic Mansion LifeStyle :),74373729,Shah,3,30-05-2019,1.73,1.1
33135591,Beautiful 1 Bedroom,549971,Ginta,3,17-05-2019,1.25,2.5
33138120,Essex House in front of Central Park!,36793116,Ilan,3,20-06-2019,1.32,1.8
33154669,Center Located OneBedroom CloseTo LGA Train7/E/F,90131587,Yu Qun,3,26-05-2019,1.15,1.9
33181402,Beautiful Bed-Stuy Brownstone w/ Outdoor Oasis,1940153,Dan & Bliss,3,02-07-2019,3,2.5
33193795,Quiet Room ideal for Students or young workers NYC,16722828,VÃ­ctor,3,25-04-2019,1.03,2.5
33214803,Spacious/Comfortable Close to Yankee Stadium/City,11379822,Danny,3,07-05-2019,0.94,4.4
33237562,Luda and David Nest to share.,234588422,Luda,3,23-06-2019,1.22,1.4
33288663,Sun drenched private apartment,17247001,Erin,3,03-07-2019,1.58,2.6
33318809,Spacious Artistic 1 Bedroom Loft & High Ceilings,106159574,Jonathan,3,07-04-2019,0.9,2.5
33330013,Spacious 2bd apt in the heart of Manhattan,13506708,Guy,3,21-04-2019,0.97,3.1
33337280,Private room in gated community: walk to ferry!,97328229,Jaime,3,30-06-2019,1.13,2.2
33340216,Classic modern bedroom-close to everything,215556105,Kay,3,01-05-2019,0.96,3
33346434,Times Square entire apartment Heart of Big apple!!,177396569,Yanina,3,14-06-2019,1.15,0.7
33347084,Studio in Brooklyn,75760509,Mohamed,3,28-05-2019,1.03,3
33361844,"SOHO LOFT APARTMENT, PRIME NYC LOCATION",221213143,David,3,23-06-2019,1.13,2.3
33364071,Ultra Modern Sleek Sunny Private Bedroom in House,12593328,Jeromy,3,29-04-2019,1.05,3.4
33366167,Room in Wonderful and Secure Private House,43330303,Cristian,3,02-07-2019,1.2,1.9
33373213,Sunny Studio Great View,69095594,Emanuel,3,11-04-2019,0.89,3.7
33373421,Hudson river and Central Park big room,12220,Corina E.,3,02-06-2019,0.96,0.7
33394700,Cozy kosher home for your stay in NYC,251578356,Ari,3,12-05-2019,1.15,1.5
33404689,LUXURY APARTMENT,251640733,Tomasz,3,08-05-2019,0.93,0.5
33404876,New York City!! Times Square Home!!!,251564307,Lucy,3,11-06-2019,1.8,0.5
33428109,Spacious bedroom in the heart of the West Village,23020619,Lorenzo,3,28-04-2019,1.22,4.2
33444872,Huge shared space East Village Female guests only,173386569,J,3,23-06-2019,1.38,2.3
33445970,Cozy place located in the Heart of Manhattan,251817021,Lincoln,3,30-05-2019,1.96,0.8
33447225,Relaxing abode in LES,203932958,Lina,3,16-04-2019,0.89,1.3
33448834,Sun-filled Private BR in Luxury Chinatown Apt,118375653,Charlene,3,25-06-2019,2.43,1.8
33450079,Quiet Apartment with Private Backyard,68296703,Chris,3,21-06-2019,1.18,0.8
33455253,Cozy and Sunny Bedroom in Private Apartment,71878492,Raymel,3,26-06-2019,1.58,4.8
33470580,Top Floor Two Bedroom at Top of Manhattan,19931875,Luz & Ruben,3,22-05-2019,1.3,3.1
33474952,Spacious private bedroom in East Village / StMarks,95892016,Leonora,3,15-06-2019,0.95,2
33486731,"Sunny, spacious Apt. near Prospect Park",21877010,Clara,3,26-05-2019,1.15,3.5
33491297,Entire Apartment in Park Slope Brownstone,3208908,Julie,3,12-06-2019,1.29,2.9
33496995,New York at its BEST!,247940983,Rhonda,3,12-04-2019,0.94,4.5
33520773,Crown Heights Studio,190094547,Marion,3,06-05-2019,1.18,2.8
33524882,Chic+Charming Soho Loft Apartment [True 1BR],38174433,Sophia,3,04-06-2019,1.25,4.1
33527468,Sonder | Stock Exchange | Pristine Studio + Lounge,219517861,Sonder (NYC),3,03-06-2019,1.27,0.3
33533803,Feel free and at home In  my cozy apartment.,167949895,W. Jesse,3,06-04-2019,0.94,4.7
33544651,Sun Lit Room in Ridgewood/Bushwick 25 mins to NYC,135280693,John,3,01-06-2019,1.15,1
33546854,LAVISH 3 Bedroom in Williamsburg!!,252642141,Inez,3,07-07-2019,1.5,3.1
33560460,Charming Soho large 1 bedroom apartment style loft,177742211,Kyle,3,17-06-2019,0.98,0.6
33584724,Comfyâ€™s Bedroom Close Subway,120763629,Mei,3,26-04-2019,1.05,3.1
33585686,Nolita Gem,253073362,Jia,3,29-06-2019,2.5,1.8
33593018,Sofa Bed For Rent Near The Q Train: Girls Only.,197368927,Cebile,3,04-07-2019,1.14,0.7
33595791,Beautiful Chelsea townhouse bedroom,236668588,Jen,3,30-06-2019,1.11,0.2
33608420,Bright One Bedroom Loft,84732743,Julia,3,08-06-2019,1.23,2.2
33611062,Cosy apartment in heart of the East Village,11870917,Faye,3,07-07-2019,1.05,0.1
